perpetuity_views,views,interest,title,channel_title,entra_por,source_handle,perp_outlier,xd_winners,xd_distributors,age_days,seconds,confidence,video_id,url,published,description
6854459,2602500,92.3,This man built a massive log cabin in the forest with his own hands in just one year! @bjornbrenton,Machine stage,crédito en título,bjornbrenton,110.29,16,24,69,2736,media,65rMK3ZYnSo,https://www.youtube.com/watch?v=65rMK3ZYnSo,2026-06-03T15:38:56Z,"From raw logs to a massive forest cabin, this incredible one-year build shows what real patience, skill, and hard work can create. In this video, one man takes on the entire log cabin construction process with his own hands, cutting, lifting, stacking, shaping, and assembling every part of the structure deep in the forest. Step by step, the cabin begins to rise from the ground, turning simple timber into a strong and beautiful off-grid home surrounded by nature. Watch until the end to see the fu"
6393136,6264685,60.2,Farmers Use Farming Machines You've Never Seen - Incredible Ingenious Agriculture Inventions ▶2,AKLA GELEN,crédito en descripción,keithvogel9820,16.3,0,0,1146,486,alta,zFdxU-73yAc,https://www.youtube.com/watch?v=zFdxU-73yAc,2023-06-22T15:30:23Z,"Today, many farmers use machines developed with technology. Technology and agricultural equipment are constantly evolving, which saves time and money for farmers. Also, some farmers use ingeniously invented old machines. In this video, we are talking about both useful and practical agricultural machine inventions. You may not have seen some of these machines before. Please subscribe to our channel and like the video.  Keith Vogel https://www.youtube.com/@keithvogel9820  Schuka Boden https://www."
6334363,5215999,81.0,"Man builds a $400,000 SECRET Underground Bunker | Start to Finish by @AtlasSurvivalShelters",Not Fake: fyp,crédito en título,AtlasSurvivalShelters,430.97,3,4,535,577,alta,FiHHL67n-ls,https://www.youtube.com/watch?v=FiHHL67n-ls,2025-02-22T02:54:55Z,"🟠 Subscribe for more construction & restoration videos 👉🏼 https://www.youtube.com/@NotFakefyp  ​    --------------------------------------------   🛠 About Construction or Restoration:   Man builds a $400,000 SECRET Underground Bunker| Start to Finish by @AtlasSurvivalShelter 😍   Creator: https://www.youtube.com/@AtlasSurvivalShelters  📌   --------------------------------------------   🛠 About Us:    Welcome to 𝗡𝗼𝘁 𝗙𝗮𝗸𝗲: 𝗳𝘆𝗽 (𝗙𝗼𝗿 𝗬𝗼𝘂 𝗣𝗮𝗴𝗲) – where the algorithm got it right!   Here, we bring you "
6224054,4406966,80.1,"Man Builds $15,000 RC Lamborghini with Real Engine | Start to Finish by @septemberflow",TechFreeze,crédito en título,septemberflow,7.25,3,4,321,1212,alta,R2caWB41VCw,https://www.youtube.com/watch?v=R2caWB41VCw,2025-09-24T11:00:56Z,"Imagine building your very own Lamborghini… but at RC scale with a real engine inside. In this video, you’ll see one man take on the incredible challenge of creating a $15,000 RC Lamborghini completely from start to finish. From the first cut of metal to the moment the engine roars to life, every step shows just how much passion, skill, and patience goes into a project like this. It’s not just a model — it’s a fully functional, mini supercar. If you’re into RC cars, engineering builds, or just l"
5698757,3055138,85.3,"Couple Transforms Their Backyard with Full DIY and Saves $60,000 | by @buildersblueprint",Makerium,crédito en título,buildersblueprint,4.79,9,20,150,2643,alta,dCsb0677ABw,https://www.youtube.com/watch?v=dCsb0677ABw,2026-03-14T11:01:04Z,"Manny and Hope take on an ambitious backyard transformation after refusing to pay a massive contractor bill. Determined to build everything themselves, the couple turns an ordinary yard into a stunning outdoor living space featuring a screened patio, outdoor kitchen, fireplace, walkways, and beautiful landscaping. Step by step, their vision comes to life through patience, creativity, and hands-on craftsmanship. What begins as a way to save money evolves into an inspiring start-to-finish journey,"
5579893,5290557,57.4,Modern Food Processing Machines operating at an Insane Level ▶3,TechFreeze,crédito en descripción,sausagemakingmachineaokai8261,6.5,0,0,971,925,alta,Amn6C_Gw8O8,https://www.youtube.com/watch?v=Amn6C_Gw8O8,2023-12-14T13:00:13Z,"The food we eat almost every day is pretty much prepared in factories before it comes to us. In 1809, Nicolas Appert invented a hermetic bottling technique that would preserve food for French troops. This gave the ability to preserve soups, fruits, and dairy products, among other foods. We can say that this was one of the big steps in the food industry. Another big step was in 1864 when Louis Pasteur discovered pasteurization. This method uses heat to destroy pathogens in milk, juice, wine, and "
5566267,5245602,57.4,19 Dangerous Homemade Firewood Processing Machines,TechFreeze,crédito en descripción,75vova75,6.49,0,0,943,784,alta,e9TCzF9-mxo,https://www.youtube.com/watch?v=e9TCzF9-mxo,2024-01-11T12:00:37Z,"Explore the wild world of DIY firewood processing with our compilation of 19 jaw-dropping homemade machines! From ingenious designs to powerful innovations, witness the creativity and danger as these machines tackle the task of turning logs into firewood. Whether it's out of necessity or pure inventiveness, these contraptions are not for the faint of heart. Join us on this thrilling journey through the extremes of homemade engineering, but remember: safety first! Don't forget to like, share, and"
5506359,4454166,65.1,Man Builds an Incredible Chicken Wire Homemade Boat!,Lord Gizmo,crédito en descripción,bkscreative,249.98,0,0,501,1297,alta,Ghsd0zyBCRg,https://www.youtube.com/watch?v=Ghsd0zyBCRg,2025-03-28T17:00:06Z,"Welcome to Lord Gizmo.  In this video, watch @bkscreative build a real inflatable-style DIY boat using chicken wire mesh, fiberglass, and hand-built workshop techniques. From shaping the wire frame to applying fiberglass resin, sanding, coating, and final assembly, this is a full boat build process from raw materials to finished result.  This homemade boat project shows how a functional boat can be built without expensive factory molds or industrial equipment. Using chicken wire as the base stru"
5454444,5454444,60.3,This Method is Incredible - Modern Farm Technologies Every Farmer Would Want To Have,AKLA GELEN,crédito en descripción,WestermannGmbH,13.9,0,0,1349,501,alta,TdyMxJcT7a4,https://www.youtube.com/watch?v=TdyMxJcT7a4,2022-12-01T18:30:17Z,Many farms now use machines developed with technology. We can say that there is no one who uses traditional methods. Because technology speeds things up and provides convenience. Now let's move on to our video with farm technologies that you may not have seen before. Please subscribe to our channel and like the video.  FRUMACO AGRICULTURE https://www.frumaco.de/ https://www.youtube.com/c/FRUMACOCOSECHADORAS  Westermann GmbH https://www.westermann-radialbesen.de/ https://www.youtube.com/@Westerma
5370971,5370971,59.7,This Invented Machine Surprises Even Carpenters - Incredible Ingenious Woodworking Inventions,AKLA GELEN,crédito en descripción,FrontierSawmills,13.69,0,0,1330,482,alta,4GTUn1lslJc,https://www.youtube.com/watch?v=4GTUn1lslJc,2022-12-20T18:00:01Z,People have been designing and building great woodworking inventions and machines for years. These woodworking tools have made things a lot easier. It is now very easy to process even large logs. You should also see these machines when shaping wood. We talk about incredible woodworking machines for you in the video.  Frontier Sawmills https://www.youtube.com/@FrontierSawmills https://www.frontiersawmills.com/  Swedabo AB - Woodworking Machinery https://www.youtube.com/@swedaboab-woodworkingmachi
5245004,2446950,86.1,Couple Builds a Dream A-Frame Cabin in the Forest | Start to Finish @ProjectswithChristineJesse,Makerium,crédito en título,ProjectswithChristineJesse,4.4,6,16,108,1932,alta,m6aAl0jhUsI,https://www.youtube.com/watch?v=m6aAl0jhUsI,2026-04-25T12:01:30Z,"Jesse and Christine set out to build their own A-frame cabin in the Boreal forest of northern Ontario, taking the project step by step from raw land to a fully enclosed structure. From foundation work and framing to roofing, insulation, and exterior finishing, this full build shows the real process behind turning a simple idea into a solid cabin. Every stage highlights the challenges, adjustments, and progress that come with building something from the ground up.  Christine & Jesse  https://www."
5242828,3630840,60.7,Man Builds CHEAP HOUSE in Just 6 DAYS | Start to Finish Full construction process,AKLA GELEN,crédito en descripción,Gablok-maison-kit,13.36,0,0,300,536,alta,ZHUeOW9wsr0,https://www.youtube.com/watch?v=ZHUeOW9wsr0,2025-10-15T19:00:29Z,"🔨 Build Your Own House in Just 6 Days! 🏠 Have you ever thought you could build your own house cheaply and quickly, without using concrete or heavy machinery? 😲 Thanks to the Gablok modular block system, it's now possible!  ✨ What you'll see in this video: - A 6-day step-by-step construction process 🗓️ - Lightweight blocks that interlock like Lego 🧩 - Energy-efficient and insulated walls ❄️🔥 - Cheap, fast, and modern home construction technology 💡  Inspiration for DIY enthusiasts, those looking f"
5142496,5142496,59.6,This Farmer Invented a Homemade Farming Machine - Incredible Ingenious Agriculture Inventions,AKLA GELEN,crédito en descripción,caseihharvesting2,13.11,0,0,1340,485,alta,AIHnuNTtfxw,https://www.youtube.com/watch?v=AIHnuNTtfxw,2022-12-10T20:15:00Z,"Technology continues to show its impact in agricultural areas. However, some farming tools are simple but effective. In the video, we are talking about a few agricultural machines, some of which are home-made and some of which are factory production. Maybe you will see some of them for the first time. Now let's move on to our video.  CJ Lepp https://www.youtube.com/@caseihharvesting2  Steve thorner https://www.youtube.com/@stevethorner3343  aleksander bushcraft https://www.youtube.com/@aleksande"
5140268,4247441,86.1,Man Builds Dream Shed in His Backyard | Start to Finish by @EveryotherKarl,TechFreeze,crédito en título,EveryotherKarl,5.99,4,8,542,1178,alta,QbEF_lpRG0Q,https://www.youtube.com/watch?v=QbEF_lpRG0Q,2025-02-15T10:00:26Z,"A simple backyard project turned into the ultimate dream shed! Watch as this incredible build comes to life, from the very first foundation to the final touches. Every step is covered—framing, roofing, insulation, and custom interior features that make this more than just a shed. Whether it's for storage, a workshop, or a personal retreat, this build is packed with inspiration.   Every other Karl  https://www.youtube.com/@EveryotherKarl  Music: Epidemic Sound https://www.epidemicsound.com/referr"
5126382,3312244,63.4,This guy cleans a flood-damaged BMW and turns it into a luxury car! Incredible transformation!,Machine stage,crédito en descripción,CarRestorations-USA,82.48,0,0,245,1161,alta,ZWaK7jQqhvA,https://www.youtube.com/watch?v=ZWaK7jQqhvA,2025-12-09T12:00:06Z,"This guy cleans a flood-damaged BMW and turns it into a luxury car! Incredible transformation!  @CarRestorations-USA   After a devastating flood, this BMW was completely ruined — covered in mud, waterlogged, and left to rot. But one man decided not to give up on it. Watch as he brings this luxury car back to life, step by step — from a soaked wreck to a showroom-level masterpiece. Every detail, from the engine to the interior, gets an unbelievable transformation that will leave you speechless.  "
5112367,3101538,86.3,Man Turns Old Boat into Luxury Yacht | Start to Finish by @frengen_engineering,TechFreeze,crédito en título,frengen_engineering,5.96,4,7,206,1248,alta,l6x0Tsuyrn4,https://www.youtube.com/watch?v=l6x0Tsuyrn4,2026-01-17T11:01:31Z,"In this full start-to-finish restoration, Ove Frengen transforms a neglected 2002 Askeladden 585 Explorer into a stunning luxury-level boat. From stripping antifouling paint and repairing fiberglass to refinishing teak, upgrading electronics, servicing the engine, and restoring every detail, the entire process is documented step by step. The result is a beautifully rebuilt boat that looks, feels, and performs like new.  0:00 - Introduction   0:25 - Clearing Out Old Gear   0:45 - Stripping the Hu"
5049922,1762171,65.5,No One Will Ever Find This Hidden Underground Fortress! | Start to Finish,WildCraft Builds,crédito en descripción,Wolfpupfab,216.34,0,0,58,3543,media,p6fDhQfb6RQ,https://www.youtube.com/watch?v=p6fDhQfb6RQ,2026-06-14T11:42:58Z,"Building the World's Best Stealth Underground Home - Start to Finish  @Wolfpupfab @MakeriumOfficial @QuantumMakers     Have you ever imagined building a house underground that is completely invisible from the surface? In this video, I take you through the incredible journey of constructing the world's best stealth underground home from start to finish.  This project was a massive undertaking. From suspending my original log cabin in mid-air to building ultra-strong walls using advanced ICF (Insu"
5025099,3416860,61.9,Man Builds Dream Log House in the Forest | Start to Finish by @КарельскийДилетант,AKLA GELEN,crédito en título,КарельскийДилетант,12.81,0,0,284,1266,alta,t6ohsFWOgQI,https://www.youtube.com/watch?v=t6ohsFWOgQI,2025-10-31T18:01:10Z,"A man builds a dream log cabin on rocky ground in the heart of the forest. Natural materials, handcrafting, and a passion for off-grid living are key elements. For those who love the idea of ​​sheltering in nature, building your own cabin, and building a life from scratch, this video is a true inspiration.  Each log is meticulously cut and transported; each wall is erected with woodwork and patience. Built in rain, wind, and silence, this cabin isn't just a shelter—it's a symbol of a life in har"
4988492,4955897,59.8,You Won't Believe How Coconut is Produced And What is Made Using Coconut,AKLA GELEN,crédito en descripción,metshuexportspvtltd2116,12.72,0,0,1233,486,alta,L2gErMK3nfo,https://www.youtube.com/watch?v=L2gErMK3nfo,2023-03-27T18:00:07Z,"Coconuts grow in tropical countries. The coconut is not actually a nut , but is in fact a drupe. Every part of the coconut can be used by humans in some way and has significant economic value. Products made from coconut, which can be used as food, fuel, cosmetics, folk remedies and building materials, will surprise you. In our video, we are talking about what is produced from coconuts in factories. Some of the products produced will work for you. Especially the coconut peat used for agriculture "
4818629,2266193,87.2,Man Builds a 180HP JET SKI with a Motorcycle Engine | Full Build by @homemade_madness,Makerium,crédito en título,homemade_madness,4.05,4,4,110,2106,alta,DyHvqNB357U,https://www.youtube.com/watch?v=DyHvqNB357U,2026-04-23T12:00:21Z,"In this full start-to-finish build, @homemade_madness designs and constructs a fully functional 180HP jet ski powered by a motorcycle engine. From shaping the hull and fiberglassing the body to engineering the jet propulsion system and custom exhaust, every step is built by hand using raw materials. This project combines precise engineering, creative problem-solving, and serious performance to turn an ambitious idea into a working machine.  From the first cut to the final test on water, this is "
